arxiv_id,passA_decision,passA_reason,passA_justification,passB_decision,passB_reason,passB_justification,agreement,final_decision,final_reason,adjudicated,adjudication_rationale
2606.30246,include,IC3,Collaboration infrastructure and framework for coordinating autonomous research agents with auditability and attribution.,include,IC1,Collaboration infrastructure coordinating autonomous research agents across the research process.,agree,include,IC3,0,
2606.30335,include,IC1,Belief-guided autonomous scientific discovery agent iterating hypothesis proposal and experimentation.,include,IC1,Belief-guided autonomous discovery framework where an LLM proposes and refines hypotheses from experimental evidence.,agree,include,IC1,0,
2606.30699,exclude,EC2,Optimization-based PDE discovery method without an agentic research loop as subject.,exclude,EC2,"Numerical/genetic PDE discovery method, a scientific tool model with no agent.",agree,exclude,EC2,0,
2606.31085,exclude,EC2,"Multi-agent predictor for drug-drug interactions, an instrument rather than an autonomous research loop.",exclude,EC2,"Multi-agent drug-drug interaction predictor used as a scientific prediction tool, not an agent conducting research.",agree,exclude,EC2,0,
2606.31229,include,IC1,Agentic LLM trained for autonomous scientific ideation with tool-using trajectories.,include,IC1,Trained agentic LLM for autonomous scientific ideation with tool use.,agree,include,IC1,0,
2606.31273,include,IC3,Conceptual framework on calibration and evidence-licensed claims in AI-conducted research.,include,IC3,Perspective/framework on calibrating claims of AI-conducted research pipelines.,agree,include,IC3,0,
2606.31478,include,IC1,"SAGE is an autonomous research agent with structured failure-recovery loop across ideation, coding, experiments, and reporting.",include,IC1,"SAGE is an autonomous research agent with structured failure recovery across hypothesis, experiment, and reporting.",agree,include,IC1,0,
2606.31651,include,IC1,FARS is a fully automated research system spanning ideation through manuscript writing at scale.,include,IC1,"FARS autonomously ideates, experiments, and writes papers at scale.",agree,include,IC1,0,
2606.31763,include,IC1,Self-evolving multi-agent system autonomously generates and executes wet-lab protocols with feedback-driven revision.,include,IC1,Self-evolving multi-agent system that generates and physically executes wet-lab protocols with feedback.,agree,include,IC1,0,
2606.31831,include,IC1,Co-Scientist plus compute agents autonomously plan and execute phenotyping analyses in an interactive loop.,include,IC1,Co-Scientist plus compute agents autonomously plan and run phenotyping analyses in a discovery loop.,agree,include,IC1,0,
2607.00533,exclude,EC1,"Survey of developer attitudes toward AI autonomy in software engineering, not an autonomous research system.",exclude,EC1,"Study of developer attitudes toward AI autonomy in software engineering work, not AI doing science.",agree,exclude,EC1,0,
2607.00570,exclude,EC1,"RAG decoding method for multi-document QA, unrelated to performing research.",exclude,EC1,"RAG decoding method and QA benchmark, unrelated to autonomous research.",agree,exclude,EC1,0,
2607.00924,borderline,NA,Fine-tuned graph-native reasoning model for hypothesis generation; unclear whether an agentic research loop is the subject.,borderline,NA,Fine-tuned graph reasoning model for scientific hypothesis generation but no autonomous research loop.,needs_adjudication,,,0,
2607.01131,include,IC1,"DiscoPER autonomously generates, executes, and meta-reflects on open-ended data-driven discoveries.",include,IC1,"DiscoPER autonomously generates hypotheses, runs code, and validates discoveries with meta-reflection.",agree,include,IC1,0,
2607.01152,exclude,EC1,"General LLM creativity benchmark, not specific to autonomous research systems.",exclude,EC1,"General creativity benchmark for LLMs, not specifically about AI-conducted research.",agree,exclude,EC1,0,
2607.01366,include,IC1,"Coding-agent workflow autonomously proposes, implements, and evaluates federated learning algorithms.",include,IC1,"Coding-agent workflow that autonomously proposes, implements, and evaluates federated learning algorithms.",agree,include,IC1,0,
2607.01584,include,IC1,Three-agent pipeline autonomously generates and evaluates Earth-science research hypotheses.,include,IC1,Three-agent pipeline generating and evaluating Earth-science research hypotheses.,agree,include,IC1,0,
2607.01639,include,IC1,TrafficSci agentic system autonomously induces and validates traffic laws.,include,IC1,TrafficSci agentic system autonomously discovers and validates traffic laws.,agree,include,IC1,0,
2607.02329,include,IC1,End-to-end autonomous pipeline from literature corpus to physics manuscript with computations.,include,IC1,End-to-end autonomous physics research pipeline from corpus to manuscript.,agree,include,IC1,0,
2607.02520,include,IC1,"Multi-agent framework automating research workflows (experiments, citation verification, manuscript artifacts) with execution-grounded loops.",include,IC1,"Execution-grounded multi-agent framework automating experiment running, citation checking, and paper artifact generation.",agree,include,IC1,0,
2607.02927,exclude,EC1,"Video search/QA agent; 'deep research' framing is information retrieval, not scientific research.",exclude,EC1,"Video search/deep-research agent for multimodal QA, an ordinary agent application.",agree,exclude,EC1,0,
2607.02944,include,IC1,Co-scientist system with LLM orchestrator performing evidence-grounded hypothesis generation for drug redesign.,include,IC1,LLM-orchestrated co-scientist performing evidence-grounded hypothesis-driven drug redesign.,agree,include,IC1,0,
2607.03381,exclude,EC1,"Dataset of rhetorical section labels in papers, not aimed at autonomous research systems.",exclude,EC1,"Dataset of rhetorical sections in human-written papers, not AI-conducted research.",agree,exclude,EC1,0,
2607.03863,include,IC1,SCION agentic scientific operating system executes long-horizon autonomous research workflows.,include,IC1,SCION is an agentic scientific operating system coordinating end-to-end research execution.,agree,include,IC1,0,
2607.04293,include,IC2,Benchmark evaluating causal thinking of AI Scientist agents via interactive experiment design.,include,IC2,Benchmark evaluating causal thinking of AI Scientist agents via experiment design tasks.,agree,include,IC2,0,
2607.04391,exclude,EC1,"Generic agentic memory/retrieval architecture; the subject is agent infrastructure, not an autonomous research system.",exclude,EC1,"General agentic memory architecture, not a system for conducting science.",agree,exclude,EC1,0,
2607.04439,include,IC1,Agentic skill suite performing evidence-grounded research ideation with retrieval and auditing loop.,include,IC1,"Agentic skill suite performing literature grounding, ideation, and novelty auditing.",agree,include,IC1,0,
2607.04508,include,IC1,Agentic self-driving lab agent runs design-of-experiment and validation loops autonomously.,include,IC1,"Agentic self-driving lab that plans, prioritizes, and executes real experiments.",agree,include,IC1,0,
2607.04537,exclude,EC1,"Studies code LLM instruction-following failures in debugging/repair, a coding-assistant behavior study, not a research-performing system.",exclude,EC1,"Behavioral study of code LLMs following bad instructions in debugging/repair, an ordinary coding-agent concern.",agree,exclude,EC1,0,
2607.04718,include,IC3,Attack and defense study on the integrity of deep research agents performing literature synthesis and report generation.,include,IC3,Attack/defense integrity study on deep research agents' planning and report synthesis.,agree,include,IC3,0,
2607.05436,exclude,EC1,"Geometric theory of learning dynamics and intelligence emergence, not an autonomous research system or its governance.",borderline,NA,Abstract geometric theory claiming to certify autonomous discovery; unclear tie to AI research systems.,needs_adjudication,,,0,
2607.05456,include,IC1,Multi-agent prompt-to-paper system executes real experiments and iteratively revises manuscripts.,include,IC1,Multi-agent system that runs experiments and produces bioinformatics manuscripts autonomously.,agree,include,IC1,0,
2607.05682,include,IC1,"Framework for auditable research-question formation by scientific LLM discovery agents, an ideation stage with agentic structure.",include,IC1,"Research-question formation framework for scientific LLM discovery agents, evaluated against AI Scientist-style baselines.",agree,include,IC1,0,
2607.05758,exclude,EC2,Physics digital-twin models of sample and instrument as tools for microscopy; no agentic research loop is the paper's subject.,borderline,NA,Coupled digital-twin modeling framework for autonomous microscopy planning; enabling infrastructure rather than an AI research agent.,needs_adjudication,,,0,
